loc_id,type,survey_date,benthicInvertivore,corallivore,detritivore,herbivore,omnivore,piscivore,planktivore
17,MPA,2018,2.21,0.96,0.43,5.74,1.1,5.22,6.15
17,OUT,2018,1.6,0.38,0.63,2.42,0.54,0.02,5.6,0,0
